id   ,name         ,right_ascension  ,right_ascension_err ,declination      ,declination_err ,period_s              ,period_s_err ,dm         ,dm_err ,distance_kpc ,distance_dm_kpc
 949 ,B1449-64     ,14:53:32.665     ,                  6 ,-64:13:16.00     ,              5 ,0.179486804423        ,           3 ,71.248     ,     2 ,2.800        ,1.435
 950 ,J1454-5846   ,14:54:10.908     ,                  3 ,-58:46:34.74     ,              3 ,0.04524877299803      ,          11 ,116.091    ,     2 ,2.988        ,2.988
 951 ,J1455-3330   ,14:55:47.970656  ,                 16 ,-33:30:46.3869   ,              5 ,0.00798720480668373   ,           3 ,13.5697    ,     2 ,0.684        ,0.684
 952 ,J1455-59     ,14:55:06         ,                 30 ,-59:23           ,              7 ,0.1761912             ,           2 ,498.0      ,     0 ,6.692        ,6.692
 953 ,J1456-48     ,14:56            ,                  4 ,-48:00           ,             40 ,0.53681               ,           0 ,133.0      ,     0 ,9.338        ,9.338
 954 ,B1451-68     ,14:55:59.923     ,                  3 ,-68:43:39.50     ,              2 ,0.2633769071818       ,           5 ,8.613      ,     4 ,0.430        ,0.436
 955 ,B1454-51     ,14:57:40.093     ,                  8 ,-51:22:54.9      ,              1 ,1.74830750523         ,           7 ,37         ,     5 ,0.994        ,0.994
 956 ,J1457-5900   ,14:57:39.0       ,                  2 ,-59:00:51        ,              3 ,1.4986374368          ,           4 ,175        ,     4 ,3.738        ,3.738
 957 ,J1457-5902   ,14:57:31.9       ,                  1 ,-59:02:04        ,              2 ,0.39073936418         ,           5 ,477.2      ,    19 ,6.366        ,6.366
 958 ,J1459-6053   ,14:59:29.99      ,                  6 ,-60:53:20.7      ,              4 ,0.103150638274        ,          11 ,*          ,     0 ,1.840        ,*
 959 ,J1501-0046   ,15:01:44.9558    ,                 94 ,-00:46:23.52     ,             88 ,0.4640368139284       ,          82 ,22.2584    ,    90 ,2.131        ,2.131
 960 ,J1501-5637   ,15:01:51.0       ,                  4 ,-56:37:48        ,              5 ,0.7829485661          ,           3 ,258        ,    10 ,4.938        ,4.938
 961 ,J1502+28     ,15:02:09         ,                 40 ,+28:13           ,             15 ,3.7840                ,           0 ,14.0       ,    15 ,1.289        ,1.289
 962 ,J1502+4653   ,15:02:19.83      ,                  1 ,+46:53:27.4      ,              1 ,1.75250806376         ,           4 ,26.6       ,     5 ,25.000       ,+25.00
 963 ,J1502-5653   ,15:02:57.389     ,                 11 ,-56:53:39.21     ,             12 ,0.535504397790        ,           3 ,194.0      ,     4 ,3.961        ,3.961
 964 ,J1502-5828   ,15:02:43.8       ,                  3 ,-58:28:42        ,              6 ,0.66810515091         ,          14 ,584        ,     4 ,7.093        ,7.093
 965 ,J1502-6128   ,15:02:29.84      ,                  5 ,-61:28:50.3      ,              5 ,0.84210384000         ,           3 ,256.5      ,    14 ,5.189        ,5.189
 966 ,J1502-6752   ,15:02:18.615     ,                  2 ,-67:52:16.759    ,             18 ,0.02674442376700      ,           6 ,152.242    ,     6 ,7.865        ,7.865
 967 ,J1503+2111   ,15:03:54.60      ,                  4 ,+21:11:09.3      ,              5 ,3.31400150122         ,          12 ,3.2603     ,    41 ,0.244        ,0.244
 968 ,J1504-5621   ,15:04:49.14      ,                  7 ,-56:21:32        ,              1 ,0.41298519981         ,           3 ,148.6      ,     1 ,3.548        ,3.548
 969 ,J1504-5659   ,15:04:31.987     ,                 17 ,-56:59:19.4      ,              2 ,1.67237234272         ,           3 ,454.2      ,    11 ,11.274       ,11.274
 970 ,J1505-25     ,15:05            ,                  0 ,-25              ,              0 ,0.999                 ,           0 ,44.7       ,     3 ,4.019        ,4.019
 971 ,B1503-51     ,15:06:39.5       ,                  7 ,-51:58:10        ,             10 ,0.840738545           ,           3 ,61.0       ,    17 ,1.384        ,1.384
 972 ,B1504-43     ,15:07:34.175     ,                  4 ,-43:52:04.05     ,              1 ,0.2867584998375       ,           9 ,48.7       ,     5 ,1.394        ,1.394
 973 ,J1507-5800   ,15:07:03.504     ,                  8 ,-58:00:56.20     ,             10 ,0.897254102404        ,          11 ,429.5      ,     5 ,5.893        ,5.893
 974 ,B1503-66     ,15:07:48.634     ,                  1 ,-66:40:57.86     ,              1 ,0.355656301098        ,          12 ,129.8      ,     5 ,4.792        ,4.792
 975 ,B1508+55     ,15:09:25.6298    ,                  1 ,+55:31:32.394    ,              2 ,0.739681922904        ,           4 ,19.6191    ,     3 ,2.100        ,2.074
 976 ,J1509-5850   ,15:09:27.156     ,                  7 ,-58:50:56.01     ,              8 ,0.088924862943        ,           6 ,142.1      ,     1 ,3.372        ,3.372
 977 ,J1509-6015   ,15:09:07.5       ,                  1 ,-60:15:18.6      ,              6 ,0.33903844870         ,           4 ,423.6      ,    17 ,11.090       ,11.090
 978 ,B1507-44     ,15:10:48.9       ,                  4 ,-44:22:07        ,              6 ,0.9438712975          ,          11 ,84         ,     7 ,4.128        ,4.128
 979 ,J1511-5414   ,15:11:51.285     ,                  3 ,-54:14:40.32     ,              6 ,0.200383946403        ,           4 ,84.76      ,    17 ,2.430        ,2.430
 980 ,J1511-5835   ,15:11:07.0       ,                  3 ,-58:35:28        ,              1 ,0.30151055002         ,           4 ,329.4      ,     2 ,5.122        ,5.122
 981 ,J1512-5431   ,15:12:05.7       ,                  2 ,-54:31:19        ,              3 ,2.0405315742          ,           3 ,219        ,     6 ,5.115        ,5.115
 982 ,B1508-57     ,15:12:43.04      ,                 10 ,-57:59:59.8      ,             11 ,0.128698573047        ,           3 ,627.47     ,     1 ,6.835        ,6.835
 983 ,J1513-2550   ,15:13:23.32059   ,                  6 ,-25:50:31.285    ,              3 ,0.0021190675651177    ,           1 ,46.8765    ,     3 ,3.960        ,3.960
 984 ,J1513-5739   ,15:13:58.99      ,                  9 ,-57:39:01.4      ,             13 ,0.97345803480         ,           9 ,469.7      ,    10 ,5.890        ,5.890
 985 ,B1509-58     ,15:13:55.811     ,                 11 ,-59:08:09.60     ,              8 ,0.151581943393        ,           5 ,252.5      ,     3 ,4.400        ,4.450
 986 ,J1513-5946   ,15:13:44.78      ,                  1 ,-59:46:31.9      ,              7 ,1.046117156733        ,           8 ,171.7      ,     9 ,3.757        ,3.757
 987 ,J1513-6013   ,15:13:54.02      ,                  4 ,-60:13:26.5      ,              3 ,1.95873704232         ,          12 ,322.7      ,    16 ,7.928        ,7.928
 988 ,B1510-48     ,15:14:14.563     ,                  2 ,-48:34:19.97     ,              4 ,0.454840332571        ,           7 ,51.5       ,     8 ,1.243        ,1.243
 989 ,J1514-4946   ,15:14:19.1141    ,                  1 ,-49:46:15.516    ,              5 ,0.0035893366796749    ,           7 ,31.00857   ,     8 ,0.908        ,0.908
 990 ,J1514-5316   ,15:14:40.160     ,                 11 ,-53:16:02.3      ,              2 ,0.296279212139        ,           4 ,27.1       ,     3 ,0.850        ,0.850
 991 ,J1514-5925   ,15:14:59.10      ,                  3 ,-59:25:43.5      ,              3 ,0.1487974678456       ,          18 ,192.51     ,     8 ,3.906        ,3.906
 992 ,J1515-5720   ,15:15:09.23      ,                 14 ,-57:20:50.15     ,             17 ,0.286648256081        ,          14 ,480.6      ,     4 ,6.069        ,6.069
 993 ,J1516-43     ,15:16:32.3       ,                 11 ,-43:20:00        ,              1 ,0.036022209           ,           3 ,70.3       ,     0 ,3.037        ,3.037
 994 ,J1517-313    ,15:17:51         ,                  0 ,-31:20           ,              0 ,0.1406677             ,           1 ,51.00      ,     2 ,3.294        ,3.294
 995 ,J1517-314    ,15:17:51         ,                  0 ,-31:20           ,              0 ,1.1037264             ,           4 ,61.70      ,     6 ,5.440        ,5.440
 996 ,J1517-32     ,15:17:01         ,                  0 ,-32:26:05        ,              0 ,0.0644019             ,           0 ,25.30      ,     2 ,0.966        ,0.966
 997 ,J1517-4356   ,15:17:27.34      ,                  1 ,-43:56:17.9      ,              2 ,0.650836871901        ,           6 ,87.78      ,    12 ,4.473        ,4.473
 998 ,J1517-4636   ,15:17:29.376     ,                  9 ,-46:36:00.6      ,              2 ,0.88661249686         ,           5 ,127.0      ,     1 ,7.675        ,7.675
 999 ,B1516+02A    ,15:18:33.3176    ,                  6 ,+02:05:27.55     ,              3 ,0.005553592524205     ,           2 ,30.08      ,     5 ,7.480        ,+25.00
1000 ,B1516+02B    ,15:18:31.458     ,                  3 ,+02:05:15.47     ,              5 ,0.007946940657879     ,          21 ,29.47      ,    11 ,7.480        ,13.608
1001 ,J1518+0204C  ,15:18:32.788893  ,                 21 ,+02:04:47.8153   ,              8 ,0.0024839275702455    ,           6 ,29.3146    ,     6 ,7.480        ,6.616
1002 ,J1518+0204D  ,15:18:33.2       ,                  0 ,+02:04:52        ,              0 ,0.002988              ,           1 ,29.3       ,     1 ,7.480        ,6.511
1003 ,J1518+0204E  ,15:18:34         ,                  0 ,+02:04:58        ,              0 ,0.003182              ,           1 ,29.3       ,     1 ,7.480        ,6.507
1004 ,J1518+0204F  ,15:18:33.2       ,                  0 ,+02:04:52        ,              0 ,0.00265               ,           0 ,29.4       ,     0 ,7.480        ,7.470
1005 ,J1518-0627   ,15:18:59.1104    ,                 80 ,-06:27:07.70     ,             66 ,0.7949966745699       ,          78 ,27.9631    ,    98 ,2.679        ,2.679
1006 ,J1518-3952   ,15:18:56.968     ,                 18 ,-39:52:30.3      ,              7 ,0.499195890475        ,          15 ,102.40     ,    13 ,12.297       ,12.297
1007 ,J1518+4904   ,15:18:16.799084  ,                 16 ,+49:04:34.25119  ,             16 ,0.0409349889083329    ,           6 ,11.61139   ,     8 ,0.964        ,0.964
1008 ,J1518-5415   ,15:18:13.50      ,                  1 ,-54:15:45.0      ,              3 ,0.214924800284        ,           6 ,167.2      ,     2 ,3.768        ,3.768
1009 ,J1519-5734   ,15:19:47.59      ,                  6 ,-57:34:13.6      ,              7 ,0.51875778474         ,           3 ,654.7      ,     4 ,6.799        ,6.799
1010 ,J1519-6106   ,15:19:35.81      ,                 11 ,-61:06:54.6      ,             12 ,2.15430706064         ,          14 ,221        ,     3 ,5.047        ,5.047
1011 ,J1519-6308   ,15:19:09.56      ,                 18 ,-63:08:19.5      ,             10 ,1.25405163056         ,          10 ,250        ,     3 ,12.367       ,12.367
1012 ,J1522-5525   ,15:22:06.7       ,                  1 ,-55:25:17.5      ,              9 ,1.3896046876          ,          16 ,79         ,     3 ,2.000        ,2.000
1013 ,J1522-5735   ,15:22:05.3       ,                  1 ,-57:35:00        ,              1 ,0.10213598087         ,           4 ,*          ,     0 ,*            ,*
1014 ,B1518-58     ,15:22:42.244     ,                  4 ,-58:29:02.815    ,              3 ,0.395354481573        ,          15 ,199.9      ,     2 ,3.882        ,3.882
1015 ,J1523-3235   ,15:23:37.70      ,                  2 ,-32:35:42.1      ,              5 ,1.5048345580          ,           3 ,72.3       ,     9 ,7.997        ,7.997
1016 ,J1524-20     ,15:24:44         ,                  0 ,-20:59:21        ,              0 ,*                     ,           0 ,40.1       ,     0 ,3.175        ,3.175
1017 ,J1524-5625   ,15:24:49.86      ,                  4 ,-56:25:23.4      ,              6 ,0.078218548881        ,           5 ,152.2      ,     1 ,3.378        ,3.378
1018 ,J1524-5706   ,15:24:21.42      ,                 12 ,-57:06:34.64     ,             15 ,1.11617445717         ,          12 ,832        ,     1 ,7.434        ,7.434
1019 ,J1524-5819   ,15:24:24.65      ,                  2 ,-58:19:14.1      ,              4 ,0.96104262694         ,          10 ,406.6      ,     5 ,7.546        ,7.546
1020 ,J1525-5417   ,15:25:28.35      ,                  6 ,-54:17:20        ,              1 ,1.01169421772         ,           7 ,235        ,     3 ,4.880        ,4.880
1021 ,J1525-5523   ,15:25:36.064     ,                  7 ,-55:23:27.2      ,              2 ,0.3551560369998       ,          16 ,124.7      ,     3 ,3.132        ,3.132
1022 ,J1525-5545   ,15:25:28.1340    ,                  2 ,-55:45:49.842    ,              5 ,0.011359881791767     ,          19 ,126.9640   ,    14 ,3.140        ,3.140
1023 ,J1525-5605   ,15:25:41.45      ,                  9 ,-56:05:13        ,              2 ,0.28034866206         ,           4 ,333.5      ,     4 ,5.078        ,5.078
1024 ,J1526-2744   ,15:26:34         ,                  0 ,-27:43:34        ,              0 ,0.00249               ,           0 ,*          ,     0 ,*            ,*
1025 ,J1526-5633   ,15:26:41.2       ,                  1 ,-56:33:43        ,              3 ,0.30188789663         ,           5 ,329        ,     4 ,4.796        ,4.796
1026 ,B1524-39     ,15:27:58.828     ,                  9 ,-39:31:34.2      ,              2 ,2.41760539437         ,           6 ,48.8       ,     6 ,1.691        ,1.691
1027 ,B1523-55     ,15:27:40.734     ,                  4 ,-55:52:08.352    ,              6 ,1.048718553809        ,           5 ,370.06     ,     5 ,5.381        ,5.381
1028 ,J1528-3146   ,15:28:34.9542    ,                  2 ,-31:46:06.836    ,              8 ,0.06082223035146      ,           1 ,18.163     ,     6 ,0.774        ,0.774
1029 ,J1528-4109   ,15:28:08.033     ,                  8 ,-41:09:28.8      ,              2 ,0.526556139140        ,           4 ,89.50      ,    10 ,5.453        ,5.453
1030 ,J1528-5547   ,15:28:39.18      ,                 12 ,-55:47:23        ,              2 ,3.4673015170          ,          17 ,269        ,     0 ,4.471        ,4.471
1031 ,J1528-5838   ,15:28:24.3       ,                  1 ,-58:38:01        ,              1 ,0.355686622097        ,           8 ,*          ,     0 ,*            ,*
1032 ,J1529-26     ,15:29            ,                  0 ,-26              ,              0 ,0.799                 ,           0 ,44.6       ,     2 ,3.008        ,3.008
1033 ,J1529-3828   ,15:29:15.1066    ,                 10 ,-38:28:45.85     ,              3 ,0.00848628211574      ,           6 ,73.655     ,     2 ,4.301        ,4.301
1034 ,J1529+40     ,15:29:12         ,                 18 ,+40:49           ,              3 ,0.4764                ,           0 ,6.61       ,    16 ,0.499        ,0.499
1035 ,J1529-5355   ,15:29:57.6       ,                  3 ,-53:55:36        ,              5 ,0.8912645399          ,           4 ,292        ,     9 ,6.240        ,6.240
1036 ,J1529-5611   ,15:29:35.8       ,                  6 ,-56:11:29        ,             13 ,0.8222487311          ,           5 ,149        ,    10 ,3.321        ,3.321
